CNPJ Entidade	Nome Entidade	Número Convênio	Órgão Concedente	Motivo Impedimento
01791070000178	IDEP INSTITUTO DE DESENVOLVIMENTO PROFISSIONAL	617691	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01791642000119	INSTITUTO MANOEL NOVAES PARA O DESENVOLVIMENTO DA BACIA	391959	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01791642000119	INSTITUTO MANOEL NOVAES PARA O DESENVOLVIMENTO DA BACIA	415432	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01796550000121	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ROSARIO	571410	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01837688000121	FUNDACAO ESCOLA BAHIANA DE ENGENHARIA ELETROMECANICA	527410	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
01847932000137	FALA PRETA - ORGANIZACAO DE MULHERES NEGRAS	538283	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01847932000137	FALA PRETA - ORGANIZACAO DE MULHERES NEGRAS	576553	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
01847932000137	FALA PRETA - ORGANIZACAO DE MULHERES NEGRAS	590444	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01848088000169	ASSOCIACAO AMERINDIA COOPERACAO SOLIDARIA COM OS POVOS	347320	MINISTERIO DA JUSTICA	IRREGULARIDADES NA EXECUÇÃO
01850572000122	ASSOCIACAO DOS PEQUENOS PRODUTORES DO ASSENTAMENTO MING	374428	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
01850618000103	CONFEDERACAO LATINO-AMERICANA DO COMERCIO LOJISTA	577842	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
01867129000164	FUNDACAO ATAPESP DE TECNOLOGIA AVANCADA DE ESTIVAGEM	469147	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01873861000147	ASSOCIACAO DOS PARCELEIROS DO ASSENTAMENTO VITORIA	517610	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
01877360000139	ASSOCIACAO EST DE COOPERACAO AGRICOLA DO RIO DE JANEIRO	493928	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01877360000139	ASSOCIACAO EST DE COOPERACAO AGRICOLA DO RIO DE JANEIRO	527757	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
01877360000139	ASSOCIACAO EST DE COOPERACAO AGRICOLA DO RIO DE JANEIRO	532172	MINISTERIO DA PESCA E AQUICULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01877360000139	ASSOCIACAO EST DE COOPERACAO AGRICOLA DO RIO DE JANEIRO	537149	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
01882648000100	CONSELHO GERAL DA TRIBO TIKUNA	449943	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01882648000100	CONSELHO GERAL DA TRIBO TIKUNA	512327	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECUÇÃO
01883949000140	INSTITUTO DE PESQUISA E ACAO MODULAR-IPAM	732159	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
01883949000140	INSTITUTO DE PESQUISA E ACAO MODULAR-IPAM	734010	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
01883949000140	INSTITUTO DE PESQUISA E ACAO MODULAR-IPAM	748334	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
01883949000140	INSTITUTO DE PESQUISA E ACAO MODULAR-IPAM	749924	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
01890362000168	ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DOS PEQUENOS	579555	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECUÇÃO
01894171000174	ASSOCIACAO DE COOPERACAO AGRICOLA DO ESTADO DE ALAGOAS	429917	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
01899851000180	ASSOCIACAO COM. DO ASSENTAMENTO INDEPENDENCIA NOSSA SEN	468548	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
01910994000146	INSTITUTO CEARENSE DE CIENCIAS NATURAIS ICCN	356162	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01923684000166	ASSOC.DA ESCOLA DAS FAMILIAS AGRIC.DA PERIM.NORTE-AEFAP	570879	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
01926020000150	ASSOC.COMUNITTARIA E DE DESENVOLIVIMENTO A. RIACHOENSE	527741	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01926227000125	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MANOEL	466016	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
01929573000167	ASSOCIACAO DO DISTRITO DE IRRIGACAO BAIXO ACU	527428	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01931290000150	INSTITUTO AMAZONIA DE INTEGRACAO E DESENVOLVIMENTO	537219	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
01931290000150	INSTITUTO AMAZONIA DE INTEGRACAO E DESENVOLVIMENTO	570477	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01931942000156	IEA - INSTITUTO DE ESTUDOS AMAZONICOS	565451	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01934062000133	JR. CONSULTORIA - UFPR	418528	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
01949530000143	MARACAMBUCO FA CLUBE BATUQUE DA NACAO	577588	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01952316000146	ASSOCIACAO MULHER INFORMACAO	469146	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01954903000174	ASSOCIACAO DE COOPERACAO AGRICOLA NO ESTADO DE GOIAS	487550	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
01954903000174	ASSOCIACAO DE COOPERACAO AGRICOLA NO ESTADO DE GOIAS	491476	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01954903000174	ASSOCIACAO DE COOPERACAO AGRICOLA NO ESTADO DE GOIAS	518436	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01954903000174	ASSOCIACAO DE COOPERACAO AGRICOLA NO ESTADO DE GOIAS	577464	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01964874000121	ASSOCIACAO DOS CAFEICULTORES DO MUNICIPIO DE PIATA	523958	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
01972485000148	ASSOCIACAO DOS MORADORES DO BAIRRO SANTO ANTONIO	620635	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01973231000144	ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA DE VI	386880	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
01979904000173	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA OL	486536	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
01983244000102	INSTITUTO DE QUALIDADE DE VIDA - IQUAVI	609137	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01983244000102	INSTITUTO DE QUALIDADE DE VIDA - IQUAVI	701177	MINISTERIO DO TRABALHO E EMPREGO	SICONV (MOTIVO NÃO ESPECIFICADO)
01983244000102	INSTITUTO DE QUALIDADE DE VIDA - IQUAVI	709775	MINISTERIO DO DESENV. SOCIAL E COMBATE A FOME	SICONV (MOTIVO NÃO ESPECIFICADO)
01983244000102	INSTITUTO DE QUALIDADE DE VIDA - IQUAVI	725159	MINISTERIO DO TRABALHO E EMPREGO	SICONV (MOTIVO NÃO ESPECIFICADO)
01989290000100	NUCLEO ASSISTENCIAL A SAUDE AMIGA - N.A.S.A	559386	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02002401000106	PLANEFOR - PLANO ESTRATEGICO DA REGIAO METROPOLITANA DE	511587	MINISTERIO DAS CIDADES	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
02003386000110	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DO PIAUI	516632	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA EXECUÇÃO
02005173000128	FEDERACAO DAS ASSOCIACOES E ENTIDADES PARA O DESENVOLVI	516763	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02005173000128	FEDERACAO DAS ASSOCIACOES E ENTIDADES PARA O DESENVOLVI	537512	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02005173000128	FEDERACAO DAS ASSOCIACOES E ENTIDADES PARA O DESENVOLVI	565344	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02009057000187	ASSOCIACAO VIDA E PAZ	731335	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02010437000131	INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE	214956	MINISTERIO DO PLANEJAMENTO,ORCAMENTO E GESTAO	INSTAURAÇÃO DE TCE
02010437000131	INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE	229461	MINISTERIO DO PLANEJAMENTO,ORCAMENTO E GESTAO	INSCRIÇÃO POR DECISÃO DO TCU
02010437000131	INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE	235471	MINISTERIO DO PLANEJAMENTO,ORCAMENTO E GESTAO	INSCRIÇÃO POR DECISÃO DO TCU
02010437000212	INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE	215133	MINISTERIO DO PLANEJAMENTO,ORCAMENTO E GESTAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02010437000212	INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE	229453	MINISTERIO DO PLANEJAMENTO,ORCAMENTO E GESTAO	INSCRIÇÃO POR DECISÃO DO TCU
02010437000212	INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE	235648	MINISTERIO DO PLANEJAMENTO,ORCAMENTO E GESTAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02010437000301	INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE	215137	MINISTERIO DO PLANEJAMENTO,ORCAMENTO E GESTAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02010437000301	INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE	235649	MINISTERIO DO PLANEJAMENTO,ORCAMENTO E GESTAO	INSCRIÇÃO POR DECISÃO DO TCU
02023939000105	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE DE	462491	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
02032297000100	FUNDACAO DE APOIO A EDUCACAO, PESQUISA E DESENVOLVIMEN	600166	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02042513000190	INSTITUTO BRASIL CENTRAL IBRACE	727314	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02044759000100	FUNDACAO OCTAVIO NEVES	368224	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02045358000166	ASSOCIACAO DOS MUNICIPIOS DO NORDESTE RIOGRANDENSE	557951	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
02047316000164	ASSOCIACAO DOS MORADORES E PEQUENOS PRODUTORES DO POVOA	567288	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02049766000196	ASSOCIACAO DE PEQUENOS PRODUTORES AGROPECUARIOS DE GERI	577784	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02049766000196	ASSOCIACAO DE PEQUENOS PRODUTORES AGROPECUARIOS DE GERI	579608	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECUÇÃO
02049766000196	ASSOCIACAO DE PEQUENOS PRODUTORES AGROPECUARIOS DE GERI	594393	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02049766000196	ASSOCIACAO DE PEQUENOS PRODUTORES AGROPECUARIOS DE GERI	624274	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02051376000150	FUNDACAO QUINTETO VIOLADO	371426	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECUÇÃO
02051376000150	FUNDACAO QUINTETO VIOLADO	406976	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02051376000150	FUNDACAO QUINTETO VIOLADO	485107	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
02054580000125	ASSOCIACAO PESTALOZZI DE SAO SEBASTIAO DO PASSE	488787	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
02062795000198	ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DOS TRABALHAD	577203	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02067074000170	FUNDACAO DE APOIO A CIENCIA E TECNOLOGIA - FACT	518021	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA EXECUÇÃO
02067074000170	FUNDACAO DE APOIO A CIENCIA E TECNOLOGIA - FACT	530103	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA EXECUÇÃO
02067074000170	FUNDACAO DE APOIO A CIENCIA E TECNOLOGIA - FACT	581830	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
02067637000120	AMES - ASSOCIACAO DE PAIS E AMIGOS DOS PORTADORES DE NE	463939	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02074007000183	ASSOC.DOS AMIG.DO ARQ.PUBLC.ESTAD.JORDAO EMERECIANO-AAP	522827	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	388150	MINISTERIO DO TRABALHO E EMPREGO	IRREGULARIDADES NA EXECUÇÃO
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	398195	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	398874	MINISTERIO DO TRABALHO E EMPREGO	IRREGULARIDADES NA EXECUÇÃO
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	408560	MINISTERIO DO TRABALHO E EMPREGO	IRREGULARIDADES NA EXECUÇÃO
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	412839	MINISTERIO DO TRABALHO E EMPREGO	IRREGULARIDADES NA EXECUÇÃO
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	416573	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	423600	MINISTERIO DO TRABALHO E EMPREGO	IRREGULARIDADES NA EXECUÇÃO
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	435032	MINISTERIO DO TRABALHO E EMPREGO	IRREGULARIDADES NA EXECUÇÃO
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	498611	MINISTERIO DO TRABALHO E EMPREGO	IRREGULARIDADES NA EXECUÇÃO
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	502114	MINISTERIO DO TRABALHO E EMPREGO	IRREGULARIDADES NA EXECUÇÃO
02080445000154	ASSOCIACAO PROMOTORA DE ASSISTENCIA SOCIAL	564125	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02083952000141	ASSOCIACAO DE COOPERACAO AGRICOLA DO ESTADO DA PARAIBA	526425	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
02083952000141	ASSOCIACAO DE COOPERACAO AGRICOLA DO ESTADO DA PARAIBA	571067	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02083952000141	ASSOCIACAO DE COOPERACAO AGRICOLA DO ESTADO DA PARAIBA	572755	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA EXECUÇÃO
02083952000141	ASSOCIACAO DE COOPERACAO AGRICOLA DO ESTADO DA PARAIBA	595206	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA EXECUÇÃO
02089331000175	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA	406488	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
02089331000175	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA	429165	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSCRIÇÃO POR DECISÃO DO TCU
02089331000175	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA	462266	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
02089331000175	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA	473035	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
02089331000175	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA	479919	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
02089917000130	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DE MINAS GER	512551	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
02089917000130	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DE MINAS GER	538288	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
02089917000130	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DE MINAS GER	586538	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
02089917000130	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DE MINAS GER	588462	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
02089917000130	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DE MINAS GER	591312	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
02090790000179	ASSOCIACAO CHICO MENDES/VALE DO BACURI	518847	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
02094931000121	ASSOCIACAO COMUNITARIA INDIGENA PATAXO DA COROA VERMELH	598626	MINISTERIO DA JUSTICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	632051	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	640263	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	703597	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	703664	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	728246	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02102439000150	ASSOCIACAO PETROPOLIS CONGRESSOS E EVENTOS - PETROPOLIS	748712	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02103360000144	ASSOCIACAO COMUNITARIA DE RADIODIFUSAO DE SAMAMBAIA	702271	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02103360000144	ASSOCIACAO COMUNITARIA DE RADIODIFUSAO DE SAMAMBAIA	702760	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02103360000144	ASSOCIACAO COMUNITARIA DE RADIODIFUSAO DE SAMAMBAIA	703788	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
02103360000144	ASSOCIACAO COMUNITARIA DE RADIODIFUSAO DE SAMAMBAIA	720032	MINISTERIO DO ESPORTE	SICONV (MOTIVO NÃO ESPECIFICADO)
02116042000118	AGENCIA DE DESENV.SUSTENTAVEL DO BRASIL CENTRAL - ADEBR	382745	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
02116042000118	AGENCIA DE DESENV.SUSTENTAVEL DO BRASIL CENTRAL - ADEBR	472707	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECUÇÃO
02116042000118	AGENCIA DE DESENV.SUSTENTAVEL DO BRASIL CENTRAL - ADEBR	521498	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECUÇÃO
02121728000105	RITS - REDE DE INFORMACOES PARA O TERCEIRO SETOR	467359	MINISTERIO DO DESENV. SOCIAL E COMBATE A FOME	IRREGULARIDADES NA EXECUÇÃO
02126447000137	ASSOCIACAO DE COOPERACAO AGRICOLA OZIEL ALVES PEREIRA	552833	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02131241000103	SINDICATO RURAL DE FORMOSA	566131	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
02131241000103	SINDICATO RURAL DE FORMOSA	593041	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
02135776000144	ASSOCIACAO COMUNITARIA DOS MORADORES DO POVOADO DE PRAI	543326	MINISTERIO DA PESCA E AQUICULTURA	IRREGULARIDADES NA EXECUÇÃO
02135873000137	ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DA MICRORREGI	579560	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02139201000108	ASSOC.NAC.DOS CENTROS DE DEF.DA CRIANCA E DO ADOLESCENT	635517	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02148717000100	IDAS - INSTITUTO DE DESENVOLVIMENTO AMBIENTAL E SOCIAL	332429	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
02161201000104	INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA	568241	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
02161201000104	INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA	569459	MINISTERIO DA EDUCACAO	INSCRIÇÃO POR DECISÃO DO TCU
02161201000104	INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA	577606	MINISTERIO DO TRABALHO E EMPREGO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
