CNPJ Entidade	Nome Entidade	Número Convênio	Órgão Concedente	Motivo Impedimento
05610862000150	INSTITUTO BRASIL ASIA	517722	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05610862000150	INSTITUTO BRASIL ASIA	645631	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05614683000190	ASSOCIACAO BENEFICENTE MOTE KAIAPO	506119	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05616467000184	ASSOCIACAO DE PEQUENOS PRODUTORES RURAIS DA GLEBA ENA I	490203	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05616467000184	ASSOCIACAO DE PEQUENOS PRODUTORES RURAIS DA GLEBA ENA I	519300	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05618231000187	INSTITUTO ACACIA CENTRO DE ESTUDOS, PESQUISAS, ASSESSOR	728155	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05619125000118	INSTITUTO CENTRO-BRASILEIRO DE CULTURA	552713	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
05619125000118	INSTITUTO CENTRO-BRASILEIRO DE CULTURA	577744	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
05619125000118	INSTITUTO CENTRO-BRASILEIRO DE CULTURA	601013	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05619125000118	INSTITUTO CENTRO-BRASILEIRO DE CULTURA	652421	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
05619125000118	INSTITUTO CENTRO-BRASILEIRO DE CULTURA	658545	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
05619315000135	SOCIEDADE BRASILEIRA DE INTEGRACAO SOCIAL SBIS	702456	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05621140000109	INSTITUTO BRASILEIRO DE CIENCIAS E DIREITO DO TURISMO	622714	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
05621376000137	CONSORCIO DE DESENVOLVIMENTO INTERMUNICIPAL DO CARIRI P	590514	MINISTERIO DO DESENV. SOCIAL E COMBATE A FOME	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05630165000160	ASSOCIACAO PROFISSIONAL DE BIBLIOTECARIO DO ESTADO DO M	319695	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05630373000160	ASSOCIACAO AMIGOS DOS DEFICIENTES FISICOS	574750	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05634009000178	ASSOCIACAO BRASILEIRA DE VOLEIBOL PARAOLIMPICO	751950	MINISTERIO DO ESPORTE	SICONV (MOTIVO NÃO ESPECIFICADO)
05641145000195	COMITE ORGANIZADOR DOS JOGOS PAN-AMERICANOS RIO 2007	512285	MINISTERIO DO ESPORTE	INSCRIÇÃO POR DECISÃO DO TCU
05641177000190	ASSOCIACAO SANTACRUZENSE DE PEQUENOS AGRICULTORES CAMPO	591320	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05643474000175	CENTRO DE APOIO E ASSIST TEC AOS ASSENTADOS E COMUNIDAD	481164	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05643697000132	TENDA SAO JORGE JARDIM DE OEIRA DA NACAO FANTI-ASHANTI	556793	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05645856000138	ASSOCIACAO INDIGENA KUIKURO DO ALTO XINGU - AIKAX	709303	MINISTERIO DA CULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
05654243000167	CONSELHO REGIONAL DE DESENVOLVIMENTO RURAL SUSTENTAVEL	705143	MINISTERIO DO DESENVOLVIMENTO AGRARIO	SICONV (MOTIVO NÃO ESPECIFICADO)
05656150000171	INSTITUTO MEMORIAL DO TRABALHO - IMT	487670	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA EXECUÇÃO
05656150000171	INSTITUTO MEMORIAL DO TRABALHO - IMT	489071	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05656150000171	INSTITUTO MEMORIAL DO TRABALHO - IMT	517990	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
05656150000171	INSTITUTO MEMORIAL DO TRABALHO - IMT	538773	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA EXECUÇÃO
05656150000171	INSTITUTO MEMORIAL DO TRABALHO - IMT	544873	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05656150000171	INSTITUTO MEMORIAL DO TRABALHO - IMT	544911	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05658839000135	CONSELHO DA MOCIDADE EVANGELICA DO DISTRITO FEDERAL	585864	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05659197000199	INSTITUTO CIDADE	580881	MINISTERIO DO ESPORTE	IRREGULARIDADES NA EXECUÇÃO
05659197000199	INSTITUTO CIDADE	602988	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05659197000199	INSTITUTO CIDADE	700992	MINISTERIO DO ESPORTE	SICONV (MOTIVO NÃO ESPECIFICADO)
05659197000199	INSTITUTO CIDADE	719306	MINISTERIO DO ESPORTE	SICONV (MOTIVO NÃO ESPECIFICADO)
05659197000199	INSTITUTO CIDADE	732104	MINISTERIO DO ESPORTE	SICONV (MOTIVO NÃO ESPECIFICADO)
05659601000124	ASSOCIACAO DE APOIO AO EQUILIBRIO BIO PSICO SOCIAL E TR	483832	MINISTERIO DA JUSTICA	IRREGULARIDADES NA EXECUÇÃO
05659601000124	ASSOCIACAO DE APOIO AO EQUILIBRIO BIO PSICO SOCIAL E TR	515516	MINISTERIO DA JUSTICA	IRREGULARIDADES NA EXECUÇÃO
05662384000121	SOCIEDADE DE CULTURA TOCANDO A VIDA	595710	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECUÇÃO
05662784000137	ASSOCIACAO DE POPULACOES VULNERAVEIS	752308	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
05664899000160	ASSOCIACAO CATARINENSE DE APOIO SOCIAL E EDUCACIONAL A	577190	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05671726000170	MEDIATECA-ORGANIZACAO PARA A INCLUSAO SOCIAL E DIGITAL	569653	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05677700000139	ALDEIA BAHIA BRASIL - ABB	596043	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05677700000139	ALDEIA BAHIA BRASIL - ABB	617714	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05680076000129	BRASIL FORTE INSTITUTO DE CIDADANIA E INTEGRACAO AMBIEN	720264	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
05684627000122	CEPEC - CENTRO DE PESQUISA E PROMOCAO CULTURAL	704181	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	487956	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	491645	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA EXECUÇÃO
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	506136	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	507845	MINISTERIO DA PESCA E AQUICULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	517525	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	528902	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	539324	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	542631	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	566938	MINISTERIO DO TRABALHO E EMPREGO	IRREGULARIDADES NA EXECUÇÃO
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	568296	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	579339	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	579443	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05684806000160	FEDERACAO DOS TRABALHADORES NA AGRICULTURA FAMILIAR DA	590541	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05687070000183	ASSOCIACAO DOS AGRICULTORES FAMILIARES DO ASSENTAMENTO	517606	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05687095000187	ASSOCIACAO DOS MORADORES DO BAIRRO SAO FRANCISCO	507148	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECUÇÃO
05703918000110	INSTITUTO DE DEFESA DA CIDADANIA	701985	MINISTERIO DO TRABALHO E EMPREGO	SICONV (MOTIVO NÃO ESPECIFICADO)
05705156000191	AGENCIA POPULAR DE DESENVOLVIMENTO DA AMAZONIA	530187	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05735458000102	GRUPO FOLCLORICO DE ITAPIPOCA	634093	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
05738318000198	INSTITUTO SOCIO AMBIENTAL DO AMAZONAS	493942	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05738318000198	INSTITUTO SOCIO AMBIENTAL DO AMAZONAS	515834	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05739241000170	INSTITUTO DE CAPACITACAO PROFISSIONAL CEARA	554703	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05740783000163	ASSOCIACAO DE MORADORES DO BAIRRO PALMEIRAS	567255	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
05749675000151	ASSOCIACAO BERGUENBAUER - ABE	556545	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05756302000108	FEDERACAO DA AGRICULTURA ORGANICA DO SUDOESTE PAULISTA	701915	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	SICONV (MOTIVO NÃO ESPECIFICADO)
05756400000145	CAMINHAR - ORGANIZACAO DA SOCIEDADE PARA A CIDADANIA	572432	MINISTERIO DA JUSTICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05756400000145	CAMINHAR - ORGANIZACAO DA SOCIEDADE PARA A CIDADANIA	577289	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
05762876000199	PRECTOR - INSTITUTO BRASILEIRO DE CULTURA E EDUCACAO	552655	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	INSTAURAÇÃO DE TCE
05763169000117	CONSELHO DAS ASSOCIACOES DE MORADORES DAS COMUNIDADES A	572378	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05763169000117	CONSELHO DAS ASSOCIACOES DE MORADORES DAS COMUNIDADES A	617685	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05766149000108	CENTRO DE ATIVIDADES SOCIAIS, PRODUTIVAS E COMERCIAIS D	750096	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
05770905000164	FUNDACAO CULTURAL MUSEU ETNICO DO NORDESTE - FUNET	702351	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05770905000164	FUNDACAO CULTURAL MUSEU ETNICO DO NORDESTE - FUNET	706522	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05770905000164	FUNDACAO CULTURAL MUSEU ETNICO DO NORDESTE - FUNET	740448	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05778821000177	INSTITUTO AMOR PELA VIDA	552135	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	INSTAURAÇÃO DE TCE
05778821000177	INSTITUTO AMOR PELA VIDA	552173	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	INSTAURAÇÃO DE TCE
05780373000146	EDUCAR.COM	531287	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
05780373000146	EDUCAR.COM	579333	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
05780545000181	CIEC - CENTRO DE INTEGRACAO ESPORTE E CULTURA	750247	MINISTERIO DO ESPORTE	SICONV (MOTIVO NÃO ESPECIFICADO)
05781582000104	ASTRAPA - ASSOCIACAO DAS TRAVESTIS DA PARAIBA	633924	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05782543000121	ASSOCIACAO DE PROTECAO, ASSISTENCIA E INCLUSAO SOCIAL D	532473	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05787822000188	ASSOCIACAO DE DESENVOLVIMENTO SOLIDARIO E SUSTENTAVEL D	622913	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05787822000188	ASSOCIACAO DE DESENVOLVIMENTO SOLIDARIO E SUSTENTAVEL D	723802	MINISTERIO DO TRABALHO E EMPREGO	SICONV (MOTIVO NÃO ESPECIFICADO)
05789982000166	ASSOCIACAO QUILOMBOLA DOS MORADORES DE CAPOEIRAS MACAIB	625909	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05790084000128	SINDICATO E ORGANIZACAO DAS COOPERATIVAS BRASILEIRAS NO	363700	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA EXECUÇÃO
05797574000156	CONFEDERAO NACIONAL DAS ASSOCIACOES DE MORADORES E ENTI	649629	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05799683000102	CENTRAL DE COMERCIALIZACAO E ORGANIZACOES DOS AGRICULTO	615434	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05803121000195	COORDENACAO DAS ORGANIZACOES DOS POVOS INDIGENAS NO CEA	509281	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05803121000195	COORDENACAO DAS ORGANIZACOES DOS POVOS INDIGENAS NO CEA	732126	MINISTERIO DA SAUDE	SICONV (MOTIVO NÃO ESPECIFICADO)
05807279000133	CENTRO DE DESENVOLVIMENTO E APOIO AOS MUNICIPIOS E COMU	488291	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA EXECUÇÃO
05807279000133	CENTRO DE DESENVOLVIMENTO E APOIO AOS MUNICIPIOS E COMU	490757	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
05807279000133	CENTRO DE DESENVOLVIMENTO E APOIO AOS MUNICIPIOS E COMU	490890	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05807279000133	CENTRO DE DESENVOLVIMENTO E APOIO AOS MUNICIPIOS E COMU	491488	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
05813737000147	LIGA REGIONAL DE FUTEBOL AMADOR DE GUARULHOS	509105	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05821189000105	ASSOC. DOS PROFISSIONAIS DO CINEMA E DE OUTRAS TECNOL.	592937	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECUÇÃO
05828509000140	VIRADOURO CONTRA A FOME	725207	MINISTERIO DO DESENVOLVIMENTO AGRARIO	SICONV (MOTIVO NÃO ESPECIFICADO)
05828940000197	INSTITUTO ANTROPOS DE EDUCACAO E DESENVOLVIMENTO SOCIAL	510131	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
05844903000172	ASSOCIACAO DAS CIDADES HISTORICAS DE MINAS GERAIS	553469	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05844903000172	ASSOCIACAO DAS CIDADES HISTORICAS DE MINAS GERAIS	702531	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05850326000121	SINDICATO DOS TRABALHADORES RURAIS DE CURRALINHO	500442	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECUÇÃO
05850968000120	ASSOCIACAO RELIGIOSA E CULTURAL DE CULTO AFRO BRASILEIR	751000	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
05854240000177	REDE BAIANA DE METROLOGIA	513852	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05861351000100	ASSOCIACAO DOS AMIGOS DO MUSEU TREZE DE MAIO - AAMTM	707880	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
05862088000174	INSTITUTO DE GRANDE REINTEGRACAO DO AFETO UNIVERSAL	515513	MINISTERIO DA JUSTICA	IRREGULARIDADES NA EXECUÇÃO
05865632000131	INSTITUTO BRASILEIRO DE DESENVOLVIMENTO E TREINAMENTO -	538505	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05869188000122	ASSOCIACAO DOS AMIGOS DO INPA	533725	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05869188000122	ASSOCIACAO DOS AMIGOS DO INPA	543734	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05869188000122	ASSOCIACAO DOS AMIGOS DO INPA	554856	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05869188000122	ASSOCIACAO DOS AMIGOS DO INPA	591025	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
05869188000122	ASSOCIACAO DOS AMIGOS DO INPA	591077	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05869188000122	ASSOCIACAO DOS AMIGOS DO INPA	602010	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05871362000171	INSTITUTO FLORESTA VIVA	615431	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
05871362000171	INSTITUTO FLORESTA VIVA	638533	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05871362000171	INSTITUTO FLORESTA VIVA	638538	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05871805000124	ASSOCIACAO DOS GRUPOS TEATRAIS DO VALE DO JEQUITINHONHA	588688	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05874549000129	ASSOCIACAO DAS MULHERES ORGANIZADAS DE TERESINA - PI	711372	MINISTERIO DAS CIDADES	SICONV (MOTIVO NÃO ESPECIFICADO)
05876425000182	ASSOC. MULHERES INTER-RACIAIS GUERREIRAS DO ALTO SOLIM.	558165	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05881155000106	ASSOCIACAO AMAPAENSE APRENDENDO E ENSINANDO A VIVER	592171	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05882084000158	INSTITUTO BIOTROPICOS	576590	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05888454000164	FUNDACAO PARA O DESENVOLVIMENTO DO SEMI ARIDO BRASILEIR	515606	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05888454000164	FUNDACAO PARA O DESENVOLVIMENTO DO SEMI ARIDO BRASILEIR	517408	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05888454000164	FUNDACAO PARA O DESENVOLVIMENTO DO SEMI ARIDO BRASILEIR	517766	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05888454000164	FUNDACAO PARA O DESENVOLVIMENTO DO SEMI ARIDO BRASILEIR	528221	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05888454000164	FUNDACAO PARA O DESENVOLVIMENTO DO SEMI ARIDO BRASILEIR	533922	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05888454000164	FUNDACAO PARA O DESENVOLVIMENTO DO SEMI ARIDO BRASILEIR	605571	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
05889966000145	CENTRO DE APOIO AO DESENVOLVIMENTO ECONOMICO E SOCIAL -	540625	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
05891658000154	ASSOCIACAO COMITE MARANHAO DA ACAO DA CIDADANIA CONTRA	580181	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05895381000138	ASSOCIACAO GMT - GRUPO DE MODELISMO DE TRAMANDAI	556047	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
05896937000100	GRUPO GAYVOTA	524175	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05899681000195	ASSOCIACAO INTEGRADORA AGROECOLOGICA DA REGIAO CELEIRO	620611	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05902722000155	GRUPO CULTURA REGIONAL IACA	557098	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05910840000105	IN-MOD-INSTITUTO NACIONAL DE MODA E DESIGN	620749	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
05910840000105	IN-MOD-INSTITUTO NACIONAL DE MODA E DESIGN	702892	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
05910840000105	IN-MOD-INSTITUTO NACIONAL DE MODA E DESIGN	727148	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
